datatime;operation;info
04/03/2024, 15:20:07;AutoImport;"1/1 -> ""D:\myProjects\pocodibuono\invoiceXml2Db\xml_files_pdb\passive\IT_01182120194_00000K4MGD_0005996.xml"""
